level	word	pinyin	eng
5	建议	jiàn yì	to propose, to suggest, to recommend, proposal, suggestion, recommendation, CL:個|个,點|点[diǎn],
5	建筑	jiàn zhù	to construct, building, CL:個|个[gè],
5	键盘	jiàn pán	keyboard,
5	讲究	jiǎng jiu	to pay particular attention to, exquisite, aesthetic,
5	讲座	jiǎng zuò	a course of lectures, CL:個|个[gè],
5	降落	jiàng luò	to descend, to land,
5	酱油	jiàng yóu	soy sauce,
5	浇	jiāo	to pour liquid, to irrigate (using waterwheel), to water, to cast (molten metal), to mold,
5	交换	jiāo huàn	to exchange, to swap, to switch (telecom), commutative (math), to commute,
5	交际	jiāo jì	communication, social intercourse,
5	郊区	jiāo qū	suburban district, outskirts, suburbs, CL:個|个[gè],
5	胶水	jiāo shuǐ	glue,
5	角度	jiǎo dù	angle, point of view,
5	狡猾	jiǎo huá	crafty, cunning, sly,
5	教材	jiào cái	teaching material, CL:本[běn],
5	教练	jiào liàn	instructor, sports coach, trainer, CL:個|个,位,名[míng],
5	教训	jiào xun	lesson, moral, to chide sb, to lecture sb,
5	接触	jiē chù	to touch, to contact, access, in touch with,
5	接待	jiē dài	to receive (a visitor), to admit (allow sb to enter),
5	接近	jiē jìn	to approach, to get close to,
5	接着	jiē zhe	to catch and hold on, to continue, to go on to do sth, to follow, to carry on, then, after that, subsequently, to proceed, to ensue, in turn, in one's turn,
5	阶段	jiē duàn	stage, section, phase, period, CL:個|个[gè],
5	结实	jiē shi	rugged, sturdy,
5	节	jié	festival, holiday, node, joint, section, segment, part, to economize, to save, to abridge, moral integrity, classifier for segments, e.g. lessons, train wagons, biblical verses, CL:個|个[gè],
5	节省	jié shěng	saving, to save, to use sparingly, to cut down on,
5	结构	jié gòu	structure, composition, makeup, architecture, CL:座,個|个[gè],
5	结合	jié hé	to combine, to link, to integrate, binding, CL:次[cì],
5	结论	jié lùn	conclusion, verdict, CL:個|个[gè], to conclude, to reach a verdict,
5	结账	jié zhàng	to pay the bill, to settle accounts, also written 結帳|结帐,
5	解放	jiě fàng	to liberate, to emancipate, liberation, refers to the Communists' victory over the Nationalists in 1949, CL:次[cì],
5	解说员	jiě shuō yuán	commentator,
5	届	jiè	to arrive at (place or time), period, to become due, classifier for events, meetings, elections, sporting fixtures, years (of graduation),
5	借口	jiè kǒu	to use as an excuse, on the pretext, excuse, pretext,
5	戒烟	jiè yān	to give up smoking,
5	戒指	jiè zhi	(finger) ring,
5	金属	jīn shǔ	metal, CL:種|种[zhǒng],
5	紧	jǐn	tight, strict, close at hand, near, urgent, tense, hard up, short of money, to tighten,
5	紧急	jǐn jí	urgent, emergency,
5	尽量	jǐn liàng	as much as possible, to the greatest extent,
5	谨慎	jǐn shèn	cautious, prudent,
5	进步	jìn bù	progress, improvement, to improve, to progress, CL:個|个[gè],
5	进口	jìn kǒu	to import, imported,
5	近代	jìn dài	modern times,
5	尽力	jìn lì	to strive one's hardest, to spare no effort,
5	精力	jīng lì	energy,
5	经典	jīng diǎn	the classics, scriptures, classical,
5	经营	jīng yíng	to engage in (business etc), to run, to operate,
5	景色	jǐng sè	scenery, scene, landscape, view,
5	敬爱	jìng ài	respect and love,
5	酒吧	jiǔ bā	bar, pub, saloon, CL:家[jiā],
5	救	jiù	to save, to assist, to rescue,
5	救护车	jiù hù chē	ambulance, CL:輛|辆[liàng],
5	舅舅	jiù jiu	mother's brother, maternal uncle (informal), CL:個|个[gè],
5	居然	jū rán	unexpectedly, to one's surprise, go so far as to,
5	桔子	jú zi	tangerine, also written 橘子,
5	举	jǔ	to lift, to hold up, to cite, to enumerate, to act, to raise, to choose, to elect,
5	具备	jù bèi	to possess, to have, equipped with, able to fulfill (conditions or requirements),
5	具体	jù tǐ	concrete, definite, specific,
5	巨大	jù dà	huge, immense, very large, tremendous, gigantic, enormous,
5	聚会	jù huì	party, gathering, to meet, to get together,
5	俱乐部	jù lè bù	club (i.e. a group or organization) (loanword), CL:個|个[gè],
5	据说	jù shuō	it is said that, reportedly,
5	捐	juān	to contribute, to donate, contribution, tax, to abandon,
5	卷	juǎn	to roll (up), to sweep up, to carry on, roll,
5	决赛	jué sài	finals (of a competition),
5	决心	jué xīn	determination, resolution, determined, firm and resolute, to make up one's mind, CL:個|个[gè],
5	绝对	jué duì	absolute, unconditional,
5	角色	jué sè	role,
5	军事	jūn shì	military affairs, military matters, military,
5	均匀	jūn yún	even, well-distributed, homogeneous,
5	卡车	kǎ chē	truck, CL:輛|辆[liàng],
5	开发	kāi fā	to exploit (a resource), to open up (for development), to develop,
5	开放	kāi fàng	to bloom, to open, to be open-minded, to be open (to the public), to open up (to the outside),
5	开幕式	kāi mù shì	opening ceremony,
5	开心	kāi xīn	to feel happy, to rejoice, to have a great time, to make fun of sb,
5	砍	kǎn	to chop, to cut down, to throw sth at sb,
5	看不起	kàn bu qǐ	to look down upon, to despise,
5	看来	kàn lai	apparently, it seems that,
5	抗议	kàng yì	to protest, protest,
5	烤鸭	kǎo yā	roast duck,
5	颗	kē	classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc,
5	可见	kě jiàn	it can clearly be seen (that this is the case), it is (thus) clear, clear, visible,
5	可靠	kě kào	reliable,
5	可怕	kě pà	awful, dreadful, fearful, formidable, frightful, scary, hideous, horrible, terrible, terribly,
5	刻苦	kè kǔ	hardworking, assiduous,
5	课程	kè chéng	course, academic program, CL:堂,節|节,門|门[mén],
5	克	kè	variant of 克[kè], to subdue, to overthrow, to restrain,
5	克服	kè fú	(try to) overcome (hardships etc), to conquer, to put up with, to endure,
5	客观	kè guān	objective, impartial,
5	客厅	kè tīng	drawing room (room for arriving guests), living room, CL:間|间[jiān],
5	空间	kōng jiān	space, CL:個|个[gè],
5	恐怖	kǒng bù	terrible, frightful, frightening, terror, terrorist,
5	空闲	kòng xián	idle, free time, leisure,
5	控制	kòng zhì	control, to exercise control over, to contain,
5	口味	kǒu wèi	a person's preferences, tastes (in food), flavor,
5	夸	kuā	to boast, to exaggerate, to praise,
5	会计	kuài jì	accountant, accountancy, accounting,
5	矿泉水	kuàng quán shuǐ	mineral spring water, CL:瓶,杯[bēi],
5	辣椒	là jiāo	hot pepper, chili,
5	蜡烛	là zhú	candle, CL:根,支[zhī],
5	来自	lái zì	to come from (a place), From: (in email header),
5	拦	lán	to cut off, to hinder,
5	烂	làn	soft, mushy, well-cooked and soft, to rot, to decompose, rotten, worn out, chaotic, messy, utterly, thoroughly,
5	狼	láng	wolf, CL:匹,隻|只,條|条[tiáo],
5	劳动	láo dòng	work, toil, physical labor, CL:次[cì],
5	劳驾	láo jià	excuse me,
5	老百姓	lǎo bǎi xìng	"ordinary people, the ""person in the street"", CL:個|个[gè],"
5	老板	lǎo bǎn	boss, business proprietor, CL:個|个[gè],
5	老实	lǎo shí	honest, sincere, open and guileless, naive,
5	老鼠	lǎo shǔ	rat, mouse, CL:隻|只[zhī],
5	姥姥	lǎo lao	(informal) mother's mother, maternal grandmother,
5	乐观	lè guān	optimistic, hopeful,
5	雷	léi	thunder, (internet slang) terrifying, terrific,
5	类	lèi	kind, type, class, category, similar, like, to resemble,
5	梨	lí	pear, CL:個|个[gè],
5	离婚	lí hūn	to divorce, divorced from (one's spouse),
5	厘米	lí mǐ	centimeter, also written 厘米,
5	礼拜天	lǐ bài tiān	Sunday,
5	理论	lǐ lùn	theory, CL:個|个[gè],
5	理由	lǐ yóu	reason, grounds, justification, CL:個|个[gè],
5	粒	lì	grain, granule, classifier for small round things (peas, bullets, peanuts, pills, grains etc),
5	立方	lì fāng	cube,
5	立即	lì jí	immediately,
5	立刻	lì kè	forthwith, immediate, prompt, promptly, straightway, thereupon, at once,
5	力量	lì liang	power, force, strength,
5	利润	lì rùn	profits,
5	利息	lì xī	interest (on a loan), CL:筆|笔[bǐ],
5	利益	lì yì	benefit, (in sb's) interest, CL:個|个[gè],
5	利用	lì yòng	exploit, make use of, to use, to take advantage of, to utilize,
5	连忙	lián máng	promptly, at once,
5	连续剧	lián xù jù	serialized drama, dramatic series, show in parts,
5	联合	lián hé	to combine, to join, unite, alliance,
5	恋爱	liàn ài	(romantic) love, CL:個|个,場|场[chǎng], in love, to have an affair,
5	良好	liáng hǎo	good, favorable, well, fine,
5	粮食	liáng shi	foodstuff, cereals, CL:種|种[zhǒng],
5	了不起	liǎo bu qǐ	amazing, terrific, extraordinary,
5	临时	lín shí	at the instant sth happens, temporary, interim, ad hoc,
5	铃	líng	(small) bell, CL:隻|只[zhī],
5	零件	líng jiàn	part, component,
5	零钱	líng qián	change (of money), small change, pocket money,
5	零食	líng shí	between-meal nibbles, snacks,
5	灵活	líng huó	flexible, nimble, agile,
5	领导	lǐng dǎo	lead, leading, to lead, leadership, leader, CL:位,個|个[gè],
5	领域	lǐng yù	domain, sphere, field, territory, area,
5	流传	liú chuán	to spread, to circulate, to hand down,
5	浏览	liú lǎn	to skim over, to browse,
5	龙	lóng	dragon, CL:條|条[tiáo], imperial,
5	漏	lòu	to leak, to divulge, to leave out by mistake, waterclock or hourglass (old),
5	露	lù	dew, syrup, nectar, outdoors (not under cover), to show, to reveal, to betray, to expose,
5	陆地	lù dì	dry land (as opposed to the sea),
5	陆续	lù xù	in turn, successively, one after the other, bit by bit,
5	录取	lù qǔ	to recruit, to enroll,
5	录音	lù yīn	to record (sound), sound recording, CL:個|个[gè],
5	轮流	lún liú	to alternate, to take turns,
5	论文	lùn wén	paper, treatise, thesis, CL:篇[piān], to discuss a paper or thesis (old),
5	逻辑	luó ji	logic (loanword),
5	落后	luò hòu	to fall behind, to lag (in technology etc), backward, to retrogress,
5	骂	mà	to scold, to abuse, CL:通,頓|顿[dùn],
5	麦克风	mài kè fēng	microphone (loanword),
5	馒头	mán tou	steamed roll, steamed bun, steamed bread, CL:個|个[gè],
5	满足	mǎn zú	to satisfy, to meet (the needs of), satisfied, content,
5	毛	máo	hair, feather, down, wool, mildew, mold, coarse or semifinished, young, raw, careless, unthinking, nervous, scared, (of currency) to devalue or depreciate, classifier for Chinese fractional monetary unit ( = 角 , = 1, 10 yuan or 10 fen 分),
5	毛病	máo bìng	fault, defect, shortcomings, ailment, CL:個|个[gè],
5	矛盾	máo dùn	contradictory, contradiction, CL:個|个[gè],
5	冒险	mào xiǎn	to take risks, to take chances, foray, adventure,
5	贸易	mào yì	(commercial) trade, CL:個|个[gè],
5	眉毛	méi mao	eyebrow, CL:根[gēn],
5	煤炭	méi tàn	coal,
5	美术	měi shù	art, fine arts, painting, CL:種|种[zhǒng],
5	魅力	mèi lì	charm, fascination, glamor, charisma,
5	迷路	mí lù	to lose the way, lost, labyrinth, labyrinthus vestibularis (of the inner ear),
5	谜语	mí yǔ	riddle, conundrum,
5	密切	mì qiè	close, familiar, intimate, closely (related), to foster close ties, to pay close attention,
5	蜜蜂	mì fēng	bee, honeybee, CL:隻|只,群[qún],
5	秘密	mì mì	secret, CL:個|个[gè],
5	秘书	mì shū	secretary,
5	棉花	mián hua	cotton,
5	面对	miàn duì	to confront, to face,
5	面积	miàn ji	area (of a floor, piece of land etc), surface area, tract of land,
5	面临	miàn lín	to face sth, to be confronted with,
5	描写	miáo xiě	to describe, to depict, to portray, description,
5	苗条	miáo tiáo	slim, slender, graceful,
5	秒	miǎo	second (of time), unit of angle or arc equivalent to one sixtieth of a degree,
5	民主	mín zhǔ	democracy,
5	明确	míng què	clear-cut, definite, explicit, to clarify, to specify, to make definite,
5	明显	míng xiǎn	clear, distinct, obvious,
5	明信片	míng xìn piàn	postcard,
5	明星	míng xīng	star, celebrity,
5	名牌	míng pái	famous brand,
5	名片	míng piàn	(business) card,
5	名胜	míng shèng	a place famous for its scenery or historical relics, scenic spot, CL:處|处[chù],
5	命令	mìng lìng	order, command, CL:道,個|个[gè],
5	命运	mìng yùn	fate, destiny, CL:個|个[gè],
5	摸	mō	to feel with the hand, to touch, to stroke, to grope, to feel (one's pulse),
5	摩托车	mó tuō chē	motorbike, motorcycle, CL:輛|辆,部[bù],
5	模仿	mó fǎng	to imitate, to copy, to emulate, to mimic, model,
5	模糊	mó hu	vague, indistinct, fuzzy,
5	陌生	mò shēng	strange, unfamiliar,
5	某	mǒu	some, a certain, sb or sth indefinite, such-and-such,
5	目标	mù biāo	target, goal, objective, CL:個|个[gè],
5	目录	mù lù	catalog, table of contents, directory (on computer hard drive), list, contents,
5	目前	mù qián	at the present time, currently,
5	木头	mù tou	slow-witted, blockhead, log (of wood, timber etc), CL:塊|块,根[gēn],
5	哪怕	nǎ pà	even, even if, even though, no matter how,
5	难怪	nán guài	(it's) no wonder (that...), (it's) not surprising (that),
5	难看	nán kàn	ugly, unsightly,
5	脑袋	nǎo dài	head, skull, brains, mental capability, CL:顆|颗,個|个[gè],
5	内科	nèi kē	internal medicine, general medicine,
5	嫩	nèn	tender, soft, delicate, light (color), inexperienced, unskilled,
5	能干	néng gàn	capable, competent,
5	能源	néng yuán	energy, power source, CL:個|个[gè],
5	年代	nián dài	a decade of a century (e.g. the Sixties), age, era, period, CL:個|个[gè],
5	年纪	nián jì	age, CL:把,個|个[gè],
5	念	niàn	to read, to study (a degree course), to read aloud, to miss (sb), idea, remembrance, twenty (banker's anti-fraud numeral corresponding to 廿, 20),
5	宁可	nìng kě	preferably, one would prefer to...(or not to...), would rather, (would) be better to, (to pick) the lesser of two evils,
5	牛仔裤	niú zǎi kù	jeans, CL:條|条[tiáo], also written 牛崽褲|牛崽裤,
5	浓	nóng	concentrated, dense,
5	农民	nóng mín	peasant, CL:個|个[gè],
5	农业	nóng yè	agriculture, farming,
5	女士	nǚ shì	lady, madam, CL:個|个,位[wèi], Miss, Ms,
5	偶然	ǒu rán	incidentally, occasional, occasionally, by chance, randomly,
5	拍	pāi	to pat, to clap, to slap, to swat, to take (a photo), to shoot (a film), racket (sports), beat (music),
5	排队	pái duì	to line up,
5	排球	pái qiú	volleyball, CL:個|个[gè],
5	派	pài	clique, school, group, faction, to dispatch, to send, to assign, to appoint, pi (Greek letter Ππ), the circular ratio pi = 3.1415926, (loanword) pie,
5	盼望	pàn wàng	to hope for, to look forward to,
5	赔偿	péi cháng	to compensate,
5	培养	péi yǎng	to cultivate, to breed, to foster, to nurture, to educate, to groom (for a position), education, fostering, culture (biology),
5	配合	pèi hé	matching, fitting in with, compatible with, to correspond, to fit, to conform to, rapport, to coordinate with, to act in concert with, to cooperate, to become man and wife, to combine parts of machine,
5	佩服	pèi fú	to admire,
5	盆	pén	basin, flower pot, unit of volume equal to 12 斗 and 8 升, approx 128 liters, CL:個|个[gè],
5	碰见	pèng jiàn	to run into, to meet (unexpectedly), to bump into,
