simplified	traditional	pinyin	eng	level
进化	進化	jin4 hua4	evolution, CL:個|个[gè],	6
进展	進展	jin4 zhan3	to make headway, to make progress,	6
近来	近來	jin4 lai2	recently, lately,	6
近视	近視	jin4 shi4	shortsighted, nearsighted, myopia,	6
浸泡	浸泡	jin4 pao4	to steep, to soak, to immerse,	6
晋升	晉升	jin4 sheng1	to promote to a higher position,	6
劲头	勁頭	jin4 tou2	enthusiasm, zeal, vigor, strength,	6
茎	莖	jing1	stalk, stem, CL:條|条[tiáo],	6
精打细算	精打細算	jing1 da3 xi4 suan4	(saying) meticulous planning and careful accounting,	6
精华	精華	jing1 hua2	best feature, most important part of an object, quintessence, essence, soul,	6
精简	精簡	jing1 jian3	to simplify, to reduce,	6
精密	精密	jing1 mi4	accuracy, exact, precise, refined,	6
精确	精確	jing1 que4	accurate, precise,	6
精通	精通	jing1 tong1	proficient,	6
精心	精心	jing1 xin1	with utmost care, fine, meticulous, detailed,	6
精益求精	精益求精	jing1 yi4 qiu2 jing1	to perfect sth that is already outstanding (idiom); constantly improving,	6
精致	精致	jing1 zhi4	delicate, fine, exquisite, refined,	6
经费	經費	jing1 fei4	funds, expenditure, CL:筆|笔[bǐ],	6
经商	經商	jing1 shang1	to trade, to carry out commercial activities, in business,	6
经纬	經緯	jing1 wei3	warp and woof, longitude and latitude, main points,	6
惊动	驚動	jing1 dong4	alarm, alert, disturb,	6
惊奇	驚奇	jing1 qi2	to be amazed, to be surprised, to wonder,	6
惊讶	驚訝	jing1 ya4	amazed, astonished, to surprise, amazing, astonishment, awe,	6
兢兢业业	兢兢業業	jing1 jing1 ye4 ye4	cautious and conscientious,	6
井	井	Jing3	a well, CL:口[kǒu], neat, orderly,	6
井	井	jing3	a well, CL:口[kǒu], neat, orderly,	6
警告	警告	jing3 gao4	to warn, to admonish,	6
警惕	警惕	jing3 ti4	to be on the alert, vigilant, alert, on guard, to warn,	6
颈椎	頸椎	jing3 zhui1	cervical vertebra, the seven cervical vertebrae in the neck of humans and most mammals,	6
敬礼	敬禮	jing4 li3	to salute, salute,	6
境界	境界	jing4 jie4	boundary, state, realm,	6
竞赛	競賽	jing4 sai4	race, competition, CL:個|个[gè],	6
竞选	競選	jing4 xuan3	to take part in an election, to run for office,	6
镜头	鏡頭	jing4 tou2	camera lens, camera shot (in a movie etc), scene,	6
纠纷	糾紛	jiu1 fen1	a dispute, entanglement (law),	6
纠正	糾正	jiu1 zheng4	to correct, to make right,	6
酒精	酒精	jiu3 jing1	alcohol, ethanol CH3CH2OH, ethyl alcohol, also written 乙醇, grain alcohol,	6
救济	救濟	jiu4 ji4	emergency relief, to help the needy with cash or goods,	6
就近	就近	jiu4 jin4	nearby, in a close neighborhood,	6
就业	就業	jiu4 ye4	looking for employment, getting a job, to start a career,	6
就职	就職	jiu4 zhi2	to take office, to assume a post,	6
鞠躬	鞠躬	ju1 gong1	to bow,	6
拘留	拘留	ju1 liu2	to detain (a prisoner), to keep sb in custody,	6
拘束	拘束	ju1 shu4	to restrict, to restrain, constrained, awkward, ill at ease, uncomfortable, reticent,	6
居住	居住	ju1 zhu4	to reside, to dwell, to live in a place, resident in,	6
局部	局部	ju2 bu4	part, local,	6
局面	局面	ju2 mian4	aspect, phase, situation,	6
局势	局勢	ju2 shi4	situation, state (of affairs),	6
局限	局限	ju2 xian4	to limit, to confine, to restrict sth within set boundaries,	6
局限	局限	ju2 xian4	to limit, to confine, to restrict sth within set boundaries,	6
举动	舉動	ju3 dong4	act, action, activity, move, movement,	6
举世闻名	舉世聞名	ju3 shi4 wen2 ming2	(saying) world famous,	6
举世瞩目	舉世矚目	ju3 shi4 zhu3 mu4	to receive worldwide attention,	6
举足轻重	舉足輕重	ju3 zu2 qing1 zhong4	a foot's move sways the balance (idiom); to hold the balance of power, to play the decisive role,	6
咀嚼	咀嚼	ju3 jue2	to chew, to think over,	6
沮丧	沮喪	ju3 sang4	dispirited, dejected, dismayed,	6
剧本	劇本	ju4 ben3	script for play, opera, movie etc, screenplay, scenario,	6
剧烈	劇烈	ju4 lie4	violent, acute, severe, fierce,	6
聚精会神	聚精會神	ju4 jing1 hui4 shen2	to concentrate one's attention (idiom),	6
据悉	據悉	ju4 xi1	according to reports, it is reported (that),	6
决策	決策	jue2 ce4	strategic decision, decision-making, policy decision, to determine policy,	6
觉悟	覺悟	jue2 wu4	consciousness, awareness, Buddhist enlightenment (Sanskrit: cittotpāda),	6
觉醒	覺醒	jue2 xing3	to awaken, to come to realize, awakened to the truth, the truth dawns upon one, scales fall from the eyes, to become aware,	6
绝望	絕望	jue2 wang4	desperation, forlorn, hopeless,	6
军队	軍隊	jun1 dui4	army troops, CL:支,個|个[gè],	6
卡通	卡通	ka3 tong1	cartoon,	6
开采	開採	kai1 cai3	to extract (ore or other resource from a mine), to exploit, to mine,	6
开除	開除	kai1 chu2	to expel,	6
开阔	開闊	kai1 kuo4	wide, open (spaces), to open up,	6
开朗	開朗	kai1 lang3	spacious and well-lit, open and clear, to open out (onto a wider vista), optimistic, cheerful, carefree, easy-going, open-minded,	6
开明	開明	kai1 ming2	enlightened, open-minded, enlightenment,	6
开辟	開闢	kai1 pi4	to open up, to set up, to establish,	6
开水	開水	kai1 shui3	boiled water, boiling water,	6
开拓	開拓	kai1 tuo4	to break new ground (for agriculture), to open up (a new seam), to develop (border regions), fig. to open up (new horizons),	6
开展	開展	kai1 zhan3	(begin to) develop, unfold, to start, to launch, to open, to carry out,	6
开支	開支	kai1 zhi1	expenditures, pay, expenses, CL:筆|笔[bǐ],	6
刊登	刊登	kan1 deng1	to carry a story, to publish (in a newspaper or magazine),	6
刊物	刊物	kan1 wu4	publication,	6
勘探	勘探	kan1 tan4	exploration,	6
看待	看待	kan4 dai4	to look upon, to regard,	6
看望	看望	kan4 wang4	to visit, to pay a call to,	6
慷慨	慷慨	kang1 kai3	vehement, fervent, generous, giving, liberal,	6
扛	扛	gang1	to carry on one's shoulder,	6
扛	扛	kang2	to carry on one's shoulder,	6
扛	扛	gang1	to carry on one's shoulder,	6
考察	考察	kao3 cha2	to inspect, to observe and study, on-the-spot investigation,	6
考古	考古	kao3 gu3	archaeology,	6
考核	考核	kao3 he2	to examine, to check up on, to assess, to review, appraisal, review, evaluation,	6
考验	考驗	kao3 yan4	to test, to put to the test,	6
靠拢	靠攏	kao4 long3	to draw close to,	6
磕	磕	ke1	to tap, knock,	6
磕	磕	ke4	to tap, knock,	6
颗粒	顆粒	ke1 li4	kernel, granule, granulated (sugar, chemical product),	6
科目	科目	ke1 mu4	subject,	6
渴望	渴望	ke3 wang4	to thirst for, to long for,	6
可观	可觀	ke3 guan1	considerable, impressive, significant,	6
可口	可口	ke3 kou3	tasty, to taste good,	6
可恶	可惡	ke3 wu4	repulsive, vile, hateful, abominable,	6
可笑	可笑	ke3 xiao4	funny, ridiculous,	6
可行	可行	ke3 xing2	feasible,	6
刻不容缓	刻不容緩	ke4 bu4 rong2 huan3	to brook no delay, to demand immediate action,	6
课题	課題	ke4 ti2	task, problem, issue,	6
客户	客戶	ke4 hu4	client, customer,	6
啃	啃	ken3	to gnaw, to nibble, to bite,	6
恳切	懇切	ken3 qie4	earnest, sincere,	6
坑	坑	keng1	hole, pit, tunnel, to defraud,	6
坑	坑	keng1	hole, pit, tunnel, to defraud,	6
空洞	空洞	kong1 dong4	cavity, empty, vacuous,	6
空前绝后	空前絕後	kong1 qian2 jue2 hou4	unprecedented and never to be duplicated, the first and the last, unmatched, unique,	6
空想	空想	kong1 xiang3	daydream, fantasy, to fantasize,	6
空虚	空虛	kong1 xu1	hollow, emptiness, meaningless,	6
孔	孔	Kong3	hole, CL:個|个[gè], classifier for cave dwellings,	6
孔	孔	kong3	hole, CL:個|个[gè], classifier for cave dwellings,	6
恐吓	恐嚇	kong3 he4	to threaten, to menace,	6
恐惧	恐懼	kong3 ju4	fear, dread, phobia,	6
空白	空白	kong4 bai2	blank space,	6
空隙	空隙	kong4 xi4	crack, gap between two objects, gap in time between two events,	6
口气	口氣	kou3 qi4	tone of voice, the way one speaks, manner of expression, tone,	6
口腔	口腔	kou3 qiang1	oral cavity,	6
口头	口頭	kou3 tou2	oral, verbal,	6
口音	口音	kou3 yin1	oral speech sounds (linguistics),	6
口音	口音	kou3 yin5	oral speech sounds (linguistics),	6
枯竭	枯竭	ku1 jie2	used up, dried up, exhausted (of resources),	6
枯燥	枯燥	ku1 zao4	dry and dull, uninteresting, dry-as-dust,	6
苦尽甘来	苦盡甘來	ku3 jin4 gan1 lai2	bitterness finishes, sweetness begins (idiom); the hard times are over, the good times just beginning,	6
挎	挎	kua4	to carry (esp. slung over the arm, shoulder or side),	6
跨	跨	kua4	to step across, to stride over, to straddle, to span,	6
快活	快活	kuai4 huo5	happy, cheerful,	6
宽敞	寬敞	kuan1 chang5	spacious, wide,	6
款待	款待	kuan3 dai4	to entertain, to be hospitable to,	6
款式	款式	kuan3 shi4	pattern, style, design, CL:種|种[zhǒng],	6
款式	款式	kuan3 shi5	pattern, style, design, CL:種|种[zhǒng],	6
筐	筐	kuang1	basket, CL:隻|只[zhī],	6
旷课	曠課	kuang4 ke4	to play truant, to cut classes,	6
框架	框架	kuang4 jia4	frame, framework, fig. pattern, outline, organizing plan,	6
况且	況且	kuang4 qie3	moreover, besides, in addition, furthermore,	6
亏待	虧待	kui1 dai4	to treat sb unfairly,	6
亏损	虧損	kui1 sun3	deficit, (financial) loss,	6
昆虫	昆蟲	kun1 chong2	insect, CL:隻|只,群,堆[duī],	6
捆绑	捆綁	kun3 bang3	to bind,	6
扩充	擴充	kuo4 chong1	to expand,	6
扩散	擴散	kuo4 san4	to spread, to proliferate, to diffuse, spread, proliferation, diffusion,	6
扩张	擴張	kuo4 zhang1	expansion, dilation, to expand (e.g. one's power or influence), to broaden,	6
喇叭	喇叭	la3 ba5	horn (automobile etc), loudspeaker, brass wind instrument, trumpet, suona 鎖吶|锁呐[suǒ nà],	6
啦	啦	la1	sentence-final particle, contraction of 了啊, indicating exclamation, particle placed after each item in a list of examples,	6
啦	啦	la5	sentence-final particle, contraction of 了啊, indicating exclamation, particle placed after each item in a list of examples,	6
来历	來歷	lai2 li4	history, antecedents, origin,	6
来源	來源	lai2 yuan2	source (of information etc), origin,	6
栏目	欄目	lan2 mu4	regular column or segment (in a publication or broadcast program), program (TV or radio),	6
懒惰	懶惰	lan3 duo4	idle, lazy,	6
狼狈	狼狽	lang2 bei4	in a difficult situation, to cut a sorry figure, scoundrel! (derogatory),	6
朗读	朗讀	lang3 du2	read aloud, read loudly and clearly,	6
捞	撈	lao1	to fish up, to dredge up,	6
唠叨	嘮叨	lao2 dao5	to prattle, to chatter, talkative, garrulous, to nag,	6
牢固	牢固	lao2 gu4	firm, secure,	6
牢骚	牢騷	lao2 sao1	discontent, complaint, to complain,	6
乐趣	樂趣	le4 qu4	delight, pleasure, joy,	6
乐意	樂意	le4 yi4	to be willing to do sth, to be ready to do sth, to be happy to do sth, content, satisfied,	6
雷达	雷達	lei2 da2	radar (loanword),	6
类似	類似	lei4 si4	similar, analogous,	6
冷淡	冷淡	leng3 dan4	cold, indifferent,	6
冷酷	冷酷	leng3 ku4	grim, unfeeling, callous,	6
冷却	冷卻	leng3 que4	to cool off, cooling,	6
愣	愣	leng4	to look distracted, to stare blankly, distracted, blank, (coll.) unexpectedly, rash, rashly,	6
黎明	黎明	li2 ming2	dawn, daybreak,	6
里程碑	裏程碑	li3 cheng2 bei1	milestone,	6
礼节	禮節	li3 jie2	etiquette,	6
理睬	理睬	li3 cai3	to heed, to pay attention to,	6
理所当然	理所當然	li3 suo3 dang1 ran2	as it should be by rights (idiom); proper and to be expected as a matter of course, inevitable and right,	6
理直气壮	理直氣壯	li3 zhi2 qi4 zhuang4	in the right and self-confident (idiom); bold and confident with justice on one's side, to have the courage of one's convictions, just and forceful,	6
理智	理智	li3 zhi4	reason, intellect, rationality,	6
立场	立場	li4 chang3	position, standpoint, CL:個|个[gè],	6
立交桥	立交橋	li4 jiao1 qiao2	overpass, flyover,	6
立体	立體	li4 ti3	three-dimensional, solid, stereoscopic,	6
立足	立足	li4 zu2	to stand, to have a footing, to be established, to base oneself on,	6
历代	歷代	li4 dai4	successive generations, successive dynasties, past dynasties,	6
历来	歷來	li4 lai2	always, throughout (a period of time), (of) all-time,	6
利害	利害	li4 hai4	pros and cons, advantages and disadvantages, gains and losses,	6
利害	利害	li4 hai5	pros and cons, advantages and disadvantages, gains and losses,	6
利率	利率	li4 lu:4	interest rates,	6
力所能及	力所能及	li4 suo3 neng2 ji2	as far as one's capabilities extend (idiom); to the best of one's ability, within one's powers,	6
力图	力圖	li4 tu2	to try hard to, to strive to,	6
力争	力爭	li4 zheng1	to work hard for, to do all one can, to contend strongly,	6
例外	例外	li4 wai4	(make an) exception,	6
连年	連年	lian2 nian2	successive years, over many years,	6
连锁	連鎖	lian2 suo3	to interlock, to be linked, chain (store etc),	6
连同	連同	lian2 tong2	together with, along with,	6
联欢	聯歡	lian2 huan1	have a get-together,	6
联络	聯絡	lian2 luo4	communication, to get in touch with, to contact, connection (math.),	6
联盟	聯盟	lian2 meng2	alliance, union, coalition,	6
联想	聯想	Lian2 xiang3	to associate (cognitively), to make an associative connection, mental association, word prediction and auto-complete functions of input method editing programs,	6
联想	聯想	lian2 xiang3	to associate (cognitively), to make an associative connection, mental association, word prediction and auto-complete functions of input method editing programs,	6
廉洁	廉潔	lian2 jie2	honest, not coercive, honesty, integrity, incorruptible,	6
良心	良心	liang2 xin1	conscience,	6
晾	晾	liang4	to dry in the air,	6
谅解	諒解	liang4 jie3	to understand, to make allowances for, understanding,	6
辽阔	遼闊	liao2 kuo4	vast, extensive,	6
列举	列舉	lie4 ju3	a list, to list, to enumerate,	6
淋	淋	lin2	to drain, to drench, to drip, diseases of the bladder,	6
淋	淋	lin4	to drain, to drench, to drip, diseases of the bladder,	6
临床	臨牀	lin2 chuang2	clinical,	6
吝啬	吝嗇	lin4 se4	stingy, mean, miserly,	6
零星	零星	ling2 xing1	fragmentary, random, bits and pieces, sporadic,	6
凌晨	凌晨	ling2 chen2	very early in the morning, in the wee hours,	6
灵感	靈感	ling2 gan3	inspiration, insight, a burst of creativity in scientific or artistic endeavor,	6
灵魂	靈魂	ling2 hun2	soul, spirit,	6
灵敏	靈敏	ling2 min3	smart, clever, sensitive, keen, quick, sharp,	6
伶俐	伶俐	ling2 li4	clever, witty, intelligent,	6
领会	領會	ling3 hui4	to understand, to comprehend, to grasp,	6
领事馆	領事館	ling3 shi4 guan3	consulate,	6
领土	領土	ling3 tu3	territory,	6
领悟	領悟	ling3 wu4	to understand, to comprehend,	6
领先	領先	ling3 xian1	to lead, to be in front,	6
领袖	領袖	ling3 xiu4	leader, CL:個|个,位,名[míng],	6
溜	溜	liu1	to slip away, to escape in stealth, to skate,	6
溜	溜	liu4	to slip away, to escape in stealth, to skate,	6
留恋	留戀	liu2 lian4	reluctant to leave, to hate to have to go, to recall fondly,	6
留念	留念	liu2 nian4	to keep as a souvenir, to recall fondly,	6
留神	留神	liu2 shen2	to take care, to be careful,	6
流浪	流浪	liu2 lang4	to drift about, to wander, to roam, nomadic, homeless, unsettled (e.g. population), vagrant,	6
流露	流露	liu2 lu4	to express, to reveal (one's thoughts or feelings),	6
流氓	流氓	liu2 mang2	rogue, hoodlum, gangster, immoral behavior,	6
流通	流通	liu2 tong1	to circulate, to distribute, circulation, distribution,	6
聋哑	聾啞	long2 ya3	deaf and dumb,	6
隆重	隆重	long2 zhong4	grand, prosperous, ceremonious, solemn,	6
垄断	壟斷	long3 duan4	to enjoy market dominance, to monopolize,	6
笼罩	籠罩	long3 zhao4	to envelop, to shroud,	6
搂	摟	lou1	to hug, to embrace, to hold in one's arms,	6
搂	摟	lou3	to hug, to embrace, to hold in one's arms,	6
炉灶	爐竈	lu2 zao4	stove,	6
轮船	輪船	lun2 chuan2	steamship, steamer, ocean liner, ship, CL:艘[sōu],	6
轮廓	輪廓	lun2 kuo4	an outline, silhouette,	6
轮胎	輪胎	lun2 tai1	tire, pneumatic tire,	6
论坛	論壇	lun4 tan2	forum (for discussion),	6
论证	論證	lun4 zheng4	to prove a point, to expound on, to demonstrate or prove (through argument), proof,	6
啰唆	囉唆	luo1 suo5	see 囉嗦|啰嗦[luō suo],	6
螺丝钉	螺絲釘	luo2 si1 ding1	screw,	6
落成	落成	luo4 cheng2	to complete a construction project,	6
落实	落實	luo4 shi2	practical, workable, to implement, to carry out, to decide,	6
络绎不绝	絡繹不絕	luo4 yi4 bu4 jue2	continuously; in an endless stream (idiom),	6
屡次	屢次	lu:3 ci4	repeatedly, time and again,	6
履行	履行	lu:3 xing2	to fulfill (one's obligations), to carry out (a task), to implement (an agreement), to perform,	6
掠夺	掠奪	lu:e4 duo2	to plunder, to rob, also written 略奪|略夺,	6
略微	略微	lu:e4 wei1	a little bit, slightly,	6
麻痹	麻痹	ma2 bi4	paralysis, palsy, numbness, to benumb,	6
麻木	麻木	ma2 mu4	numb, insensitive, apathetic,	6
麻醉	麻醉	ma2 zui4	anesthesia, fig. to poison (sb's mind),	6
码头	碼頭	ma3 tou2	dock, pier, wharf, CL:個|个[gè],	6
嘛	嘛	ma2	modal particle indicating that sth is obvious, particle indicating a pause for emphasis,	6
嘛	嘛	ma5	modal particle indicating that sth is obvious, particle indicating a pause for emphasis,	6
埋伏	埋伏	mai2 fu2	to ambush, to lie in wait for, to lie low, ambush,	6
埋没	埋沒	mai2 mo4	to engulf, to bury, to overlook, to stifle, to neglect, to fall into oblivion,	6
