pinyin,hanzi,hsk,translation
fēn,分,3,"to divide, to separate, to allocate, to distinguish (good and bad), part or subdivision, fraction, one tenth (of certain units), unit of length equivalent to 0.33 cm, minute, a point (in sports or games), 0.01 yuan (unit of money),"
fù jìn,附近,3,"(in the) vicinity, nearby, neighboring, next to,"
fù xí,复习,3,"variant of 復習|复习, to revise, to review, revision,"
gān jìng,干净,3,"clean, neat,"
gǎn,敢,3,"to dare, daring, (polite) may I venture,"
gǎn mào,感冒,3,"to catch cold, (common) cold, CL:場|场,次[cì],"
gāng cái,刚才,3,"(just) a moment ago,"
gēn jù,根据,3,"according to, based on, basis, foundation, CL:個|个[gè],"
gēn,跟,3,"heel, to follow closely, to go with, to marry sb (of woman), with, towards, as (compared to), from (different from), and (in addition to),"
gèng,更,3,"more, even more, further, still, still more,"
gōng yuán,公园,3,"public park, CL:場|场[chǎng],"
gù shi,故事,3,"narrative, story, tale,"
guā,刮,3,"to blow (of the wind),"
guān,关,3,"mountain pass, to close, to shut, to turn off, to concern, to involve,"
guān xì,关系,3,"variant of 關係|关系[guān xì],"
guān xīn,关心,3,"to care for sth, caring, concerned,"
guān yú,关于,3,"pertaining to, concerning, regarding, with regards to, about, a matter of,"
guó jiā,国家,3,"country, nation, state, CL:個|个[gè],"
guǒ zhī,果汁,3,"fruit juice,"
guò qu,过去,3,"(in the) past, former, previous, to go over, to pass by,"
hái shi,还是,3,"or, still, nevertheless, had better,"
hài pà,害怕,3,"to be afraid, to be scared,"
hé,河,3,"river, CL:條|条,道[dào],"
hēi bǎn,黑板,3,"blackboard, CL:塊|块,個|个[gè],"
hù zhào,护照,3,"passport, CL:本,個|个[gè],"
huā,花,3,"flower, blossom, CL:朵,支,束,把,盆,簇[cù], fancy pattern, florid, to spend (money, time),"
huā yuán,花园,3,"garden, CL:座,個|个[gè],"
huà,画,3,"to draw, picture, painting, CL:幅,張|张[zhāng],"
huài,坏,3,"bad, spoiled, broken, to break down,"
huán jìng,环境,3,"environment, circumstances, surroundings, CL:個|个[gè], ambient,"
huàn,换,3,"to change, to exchange,"
huáng,黄,3,"yellow, pornographic, to fall through,"
huì yì,会议,3,"meeting, conference, CL:場|场,屆|届[jiè],"
huò zhě,或者,3,"or, possibly, maybe, perhaps,"
jī huì,机会,3,"opportunity, chance, occasion, CL:個|个[gè],"
jī hū,几乎,3,"almost, nearly, practically,"
jí,极,3,"extremely, pole (geography, physics), utmost, top,"
jì de,记得,3,"to remember,"
jì jié,季节,3,"time, season, period, CL:個|个[gè],"
jiǎn chá,检查,3,"inspection, to examine, to inspect, CL:次[cì],"
jiǎn dān,简单,3,"simple, not complicated,"
jiàn miàn,见面,3,"to meet, to see sb, CL:次[cì],"
jiàn kāng,健康,3,"health, healthy,"
jiǎng,讲,3,"to speak, to explain, to negotiate, to emphasise, to be particular about, as far as sth is concerned, speech, lecture,"
jiāo,教,3,"to teach,"
jiǎo,脚,3,"foot, leg, base, kick, CL:雙|双,隻|只[zhī],"
jiǎo,角,3,"angle, corner, horn, horn-shaped, unit of money equal to 0.1 yuan, CL:個|个[gè],"
jiē,接,3,"to receive, to answer (the phone), to meet or welcome sb, to connect, to catch, to join, to extend, to take one's turn on duty, to take over for sb,"
jiē dào,街道,3,"street, CL:條|条[tiáo], subdistrict, residential district,"
jié mù,节目,3,"program, item (on a program), CL:臺|台,個|个,套[tào],"
jié rì,节日,3,"holiday, festival, CL:個|个[gè],"
jié hūn,结婚,3,"to marry, to get married, CL:次[cì],"
jié shù,结束,3,"termination, to finish, to end, to conclude, to close,"
jiě jué,解决,3,"to settle (a dispute), to resolve, to solve, to dispose of, to dispatch,"
jiè,借,3,"to lend, to borrow, by means of, to take (an opportunity),"
jīng cháng,经常,3,"day to day, everyday, daily, frequently, constantly, regularly, often,"
jīng guò,经过,3,"to pass, to go through, process, course, CL:個|个[gè],"
jīng lǐ,经理,3,"manager, director, CL:個|个,位,名[míng],"
jiǔ,久,3,"(long) time, (long) duration of time,"
jiù,旧,3,"old, opposite: new 新, former, worn (with age),"
jǔ xíng,举行,3,"to hold (a meeting, ceremony etc),"
jù zi,句子,3,"sentence, CL:個|个[gè],"
jué dìng,决定,3,"to decide (to do something), to resolve, decision, CL:個|个,項|项[xiàng], certainly,"
kě,渴,3,"thirsty,"
kě ài,可爱,3,"adorable, cute, lovely,"
kè,刻,3,"quarter (hour), moment, to carve, to engrave, to cut, oppressive, classifier for short time intervals,"
kè rén,客人,3,"visitor, guest, customer, client, CL:位[wèi],"
kōng tiáo,空调,3,"air conditioning,"
kǒu,口,3,"mouth, classifier for things with mouths (people, domestic animals, cannons, wells etc), classifier for bites or mouthfuls,"
kū,哭,3,"to cry, to weep,"
kù zi,裤子,3,"trousers, pants, CL:條|条[tiáo],"
kuài zi,筷子,3,"chopsticks, CL:對|对,根,把,雙|双[shuāng],"
lán,蓝,3,"blue, indigo plant,"
lǎo,老,3,"prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity, old (of people), venerable (person), experienced, of long standing, always, all the time, of the past, very, outdated, (of meat etc) tough,"
lí kāi,离开,3,"to depart, to leave,"
lǐ wù,礼物,3,"gift, present, CL:件,個|个,份[fèn],"
lì shǐ,历史,3,"history, CL:門|门,段[duàn],"
liǎn,脸,3,"face, CL:張|张,個|个[gè],"
liàn xí,练习,3,"exercise, drill, practice, CL:個|个[gè],"
liàng,辆,3,"classifier for vehicles,"
liǎo jiě,了解,3,"to understand, to realize, to find out,"
lín jū,邻居,3,"neighbor, next door, CL:個|个[gè],"
lóu,楼,3,"house with more than 1 story, storied building, floor, CL:層|层,座,棟|栋[dòng],"
lǜ,绿,3,"green,"
mǎ,马,3,"horse, CL:匹pi, horse or cavalry piece in Chinese chess, knight in Western chess,"
mǎ shàng,马上,3,"at once, right away, immediately, on horseback (i.e. by military force),"
mǎn yì,满意,3,"satisfied, pleased, to one's satisfaction,"
mào zi,帽子,3,"hat, cap, (fig.) label, bad name, CL:頂|顶[dǐng],"
mǐ,米,3,"rice, CL:粒[lì], meter (classifier),"
miàn bāo,面包,3,"bread, CL:片,袋,塊|块[kuài],"
miàn tiáo,面条,3,"noodles,"
míng bai,明白,3,"clear, obvious, unequivocal, to understand, to realize,"
ná,拿,3,"to hold, to seize, to catch, to apprehend, to take,"
nǎi nai,奶奶,3,"(informal) grandma (paternal grandmother), (respectful) mistress of the house, CL:位[wèi],"
nán,南,3,"south,"
nán,难,3,"difficult (to...), problem, difficulty, difficult, not good,"
nán guò,难过,3,"to feel sad, to feel unwell, (of life) to be difficult,"
nián jí,年级,3,"grade, CL:個|个[gè],"
nián qīng,年轻,3,"young,"
niǎo,鸟,3,"bird, CL:隻|只,群[qún],"
nǔ lì,努力,3,"great effort, to strive, to try hard,"
pá shān,爬山,3,"to climb a mountain, to mountaineer, hiking, mountaineering,"
pán zi,盘子,3,"tray, plate, dish, CL:個|个[gè],"
pàng,胖,3,"fat, plump,"
pí jiǔ,啤酒,3,"beer, CL:杯,瓶,罐,桶,缸[gāng],"
pú tao,葡萄,3,"grape,"
pǔ tōng huà,普通话,3,"Mandarin (common language), Putonghua (common speech of the Chinese language), ordinary speech,"
qí,骑,3,"to ride (an animal or bike), to sit astride,"
qí shí,其实,3,"actually, in fact, really,"
qí tā,其他,3,"other, the others, else, other than (that person), in addition to the person mentioned above,"
qí guài,奇怪,3,"strange, odd, to marvel, to be baffled,"
qiān bǐ,铅笔,3,"(lead) pencil, CL:支,枝,桿|杆[gǎn],"
qīng chu,清楚,3,"clear, distinct, to understand thoroughly, to be clear about,"
qiū,秋,3,"a swing,"
qún zi,裙子,3,"skirt, CL:條|条[tiáo],"
rán hòu,然后,3,"after, then (afterwards), after that, afterwards,"
rè qíng,热情,3,"cordial, enthusiastic, passion, passionate, passionately,"
rèn wéi,认为,3,"to believe, to think, to consider, to feel,"
rèn zhēn,认真,3,"conscientious, earnest, serious, to take seriously, to take to heart,"
róng yì,容易,3,"easy, likely, liable (to),"
rú guǒ,如果,3,"if, in case, in the event that,"
sǎn,伞,3,"umbrella, parasol, CL:把[bǎ],"
shàng wǎng,上网,3,"to be on the internet, to stretch a net (in a sports game or for covering sth), to be netted (of fish),"
shēng qì,生气,3,"angry, mad, offended, animated, to get angry, to be enraged, to take offense, animation,"
shēng yīn,声音,3,"voice, sound, CL:個|个[gè],"
shǐ,使,3,"to make, to cause, to enable, to use, to employ, to send, to instruct sb to do sth, envoy, messenger,"
shì jiè,世界,3,"world, CL:個|个[gè],"
shòu,瘦,3,"thin, to lose weight, (of clothing) tight, (of meat) lean, (of land) unproductive,"
shū fu,舒服,3,"comfortable, feeling well,"
shū shu,叔叔,3,"father's younger brother, uncle, Taiwan pr. [shú shu], CL:個|个[gè],"
shù,树,3,"tree, CL:棵[kē], to cultivate, to set up,"
shù xué,数学,3,"mathematics, mathematical,"
shuā,刷,3,"to brush, to paint, to daub, to paste up, to skip class (of students), to fire from a job,"
shuāng,双,3,"two, double, pair, both,"
shuǐ píng,水平,3,"level (of achievement etc), standard, horizontal,"
sī jī,司机,3,"chauffeur, driver, CL:個|个[gè],"
suī rán,虽然,3,"although, even though, even if,"
tài yáng,太阳,3,"sun, CL:個|个[gè],"
táng,糖,3,"sugar, sweets, candy, CL:顆|颗,塊|块[kuài],"
tè bié,特别,3,"especially, special, particular, unusual,"
téng,疼,3,"(it) hurts, sore, to love dearly,"
tí gāo,提高,3,"to raise, to increase,"
tǐ yù,体育,3,"sports, physical education,"
tián,甜,3,"sweet,"
tiáo,条,3,"strip, item, article, clause (of law or treaty), classifier for long thin things (ribbon, river, road, trousers etc),"
tóng shì,同事,3,"colleague, co-worker, CL:個|个,位[wèi],"
tóng yì,同意,3,"to agree, to consent, to approve,"
tóu fa,头发,3,"hair (on the head),"
tū rán,突然,3,"sudden, abrupt, unexpected,"
tú shū guǎn,图书馆,3,"library, CL:家,個|个[gè],"
tuǐ,腿,3,"leg, CL:條|条[tiáo],"
wán chéng,完成,3,"to complete, to accomplish,"
wǎn,碗,3,"bowl, cup, CL:隻|只,個|个[gè],"
wàn,万,3,"ten thousand, a great number,"
wàng jì,忘记,3,"to forget,"
wèi le,为了,3,"in order to, for the purpose of, so as to,"
wèi shén me,为什么,3,"why?, for what reason?,"
wèi,位,3,"position, location, place, seat, classifier for people (honorific), classifier for binary bits (e.g. 十六位 16-bit or 2 bytes),"
wén huà,文化,3,"culture, civilization, cultural, CL:個|个,種|种[zhǒng],"
xī,西,3,"west,"
xí guàn,习惯,3,"habit, custom, usual practice, to be used to, CL:個|个[gè],"
xǐ shǒu jiān,洗手间,3,"toilet, lavatory, washroom,"
xǐ zǎo,洗澡,3,"to bathe, to take a shower,"
xià,夏,3,"summer,"
xiān,先,3,"early, prior, former, in advance, first,"
xiāng jiāo,香蕉,3,"banana, CL:枝,根,個|个,把[bǎ],"
xiāng tóng,相同,3,"identical, same,"
xiāng xìn,相信,3,"to be convinced (that sth is true), to believe, to accept sth as true,"
xiàng,像,3,"to resemble, to be like, to look as if, such as, appearance, image, portrait, image under a mapping (math.),"
xiǎo xīn,小心,3,"to be careful, to take care,"
xiào zhǎng,校长,3,"(college, university) president, headmaster, CL:個|个,位,名[míng],"
xié,鞋,3,"shoe, CL:雙|双,隻|只[zhī],"
xīn wén,新闻,3,"news, CL:條|条,個|个[gè],"
xīn xiān,新鲜,3,"fresh (experience, food etc), freshness, novel, uncommon,"
xìn,信,3,"letter, mail, CL:封[fēng], to trust, to believe, to profess faith in, truthful, confidence, trust, at will, at random,"
xíng li xiāng,行李箱,3,"suitcase,"
xìng qù,兴趣,3,"interest (desire to know about sth), interest (thing in which one is interested), hobby, CL:個|个[gè],"
xióng māo,熊猫,3,"panda, CL:隻|只[zhī],"
xū yào,需要,3,"to need, to want, to demand, to require, requirement, need,"
xuǎn zé,选择,3,"to select, to pick, choice, option, alternative,"
yǎn jìng,眼镜,3,"spectacles, eyeglasses, CL:副[fù],"
yāo qiú,要求,3,"to request, to require, to stake a claim, to ask, to demand, CL:點|点[diǎn],"
yé ye,爷爷,3,"(informal) father's father, paternal grandfather, CL:個|个[gè],"
yī dìng,一定,3,"surely, certainly, necessarily, fixed, a certain (extent etc), given, particular, must,"
yī gòng,一共,3,"altogether,"
yī huì r,一会儿,3,"a while, also pr. [yī huǐ r],"
yī yàng,一样,3,"same, like, equal to, the same as, just like,"
yǐ hòu,以后,3,"after, later, afterwards, following, later on, in the future,"
yǐ qián,以前,3,"before, formerly, previous, ago,"
yǐ wéi,以为,3,"to believe, to think, to consider, to be under the impression,"
yī bān,一般,3,"same, ordinary, so-so, common, general, generally, in general,"
yī biān,一边,3,"one side, either side, on the one hand, on the other hand, doing while,"
yī zhí,一直,3,"straight (in a straight line), continuously, always, from the beginning of ... up to ..., all along,"
yīn yuè,音乐,3,"music, CL:張|张,曲,段[duàn],"
yín háng,银行,3,"bank, CL:家,個|个[gè],"
yīng gāi,应该,3,"ought to, should, must,"
yǐng xiǎng,影响,3,"an influence, an effect, to influence, to affect (usually adversely), to disturb, CL:股[gǔ],"
yòng,用,3,"to use, to employ, to have to, to eat or drink, expense or outlay, usefulness, hence, therefore,"
yóu xì,游戏,3,"game, CL:場|场[chǎng], to play,"
yǒu míng,有名,3,"famous, well-known,"
yòu,又,3,"(once) again, also, both... and..., and yet, (used for emphasis) anyway,"
yù dào,遇到,3,"to meet, to run into, to come across,"
yuàn yì,愿意,3,"to wish, to want, ready, willing (to do sth),"
yuè,越,3,"to exceed, to climb over, to surpass, the more... the more,"
yuè liang,月亮,3,"moon,"
yún,云,3,"cloud, CL:朵[duǒ],"
zhàn,站,3,"station, to stand, to halt, to stop, branch of a company or organization, website,"
zháo jí,着急,3,"to worry, to feel anxious, Taiwan pron. [zhāo jí],"
zhào gu,照顾,3,"to take care of, to show consideration, to attend to, to look after,"
zhào piàn,照片,3,"photograph, picture, CL:張|张,套,幅[fú],"
zhào xiàng jī,照相机,3,"camera, CL:個|个,架,部,台,隻|只[zhī],"
zhī,只,3,"classifier for birds and certain animals, one of a pair, some utensils, vessels etc,"
zhǐ,只,3,"but, only,"
zhōng yú,终于,3,"at last, in the end, finally, eventually,"
zhōng jiān,中间,3,"between, intermediate, mid, middle,"
zhǒng,种,3,"abbr. for 物種|物种, genus, race, seed, breed, species, strain, kind, type, has guts (i.e. courage), nerve, classifier for types: kind, sort, classifier for languages,"
zhòng yào,重要,3,"important, significant, major,"
zhōu mò,周末,3,"weekend,"
zhǔ yào,主要,3,"main, principal, major, primary,"
zhù,祝,3,"to wish, to express good wishes, to pray, (old) wizard,"
zhù yì,注意,3,"to take note of, to pay attention to,"
zì diǎn,字典,3,"dictionary, character dictionary, CL:本[běn],"
zì jǐ,自己,3,"oneself, one's own,"
zǒng shì,总是,3,"always,"
zuì jìn,最近,3,"recent, recently, these days, latest, soon, nearest (of locations), shortest (of routes),"
zuò yè,作业,3,"school assignment, homework, work, task, operation, CL:個|个[gè], to operate,"
zuò yòng,作用,3,"to act on, to affect, action, function, activity, impact, result, effect, purpose, intent, to play a role, corresponds to English -ity, -ism, -ization, CL:個|个[gè],"
